Latitude,Longitude,Elevation
-34.1600900,18.34947000,113.0
-34.1600500,18.34933000,112.0
-34.1600300,18.34921000,111.0
-34.1600300,18.34917000,111.0
-34.1600300,18.34909000,110.0
-34.1600200,18.34880000,110.0
-34.1600300,18.34855000,109.0
-34.1600600,18.34833000,108.0
-34.1600600,18.34811000,107.0
-34.1600700,18.34790000,106.0
-34.1600700,18.34782000,106.0
-34.1600800,18.34757000,103.0
-34.1600800,18.34728000,100.0
-34.1601000,18.34706000,100.0
-34.1601300,18.34678000,99.0
-34.1601500,18.34658000,98.0
-34.1601700,18.34631000,97.0
-34.1602100,18.34607000,97.0
-34.1602400,18.34582000,96.0
-34.1602700,18.34560000,94.0
-34.1603200,18.34536000,91.0
-34.1603400,18.34512000,90.0
-34.1603700,18.34484000,90.0
-34.1604100,18.34457000,90.0
-34.1604400,18.34436000,89.0
-34.1604700,18.34409000,89.0
-34.1604800,18.34404000,89.0
-34.1605000,18.34399000,89.0
-34.1605300,18.34385000,90.0
-34.1605200,18.34372000,90.0
-34.1605300,18.34366000,90.0
-34.1605500,18.34363000,90.0
-34.1605300,18.34359000,90.0
-34.1605200,18.34328000,90.0
-34.1605100,18.34300000,90.0
-34.1605000,18.34291000,91.0
-34.1604800,18.34287000,91.0
-34.1604500,18.34281000,92.0
-34.1603200,18.34266000,93.0
-34.1602200,18.34256000,95.0
-34.1601700,18.34251000,96.0
-34.1601500,18.34243000,96.0
-34.1601400,18.34216000,98.0
-34.1601100,18.34211000,98.0
-34.1600600,18.34197000,99.0
-34.1600400,18.34187000,99.0
-34.1600100,18.34172000,99.0
-34.1600100,18.34164000,99.0
-34.1599900,18.34151000,99.0
-34.1599900,18.34124000,99.0
-34.1599800,18.34099000,100.0
-34.1599000,18.34076000,103.0
-34.1598700,18.34073000,103.0
-34.1598300,18.34062000,105.0
-34.1598200,18.34056000,105.0
-34.1597900,18.34048000,106.0
-34.1597400,18.34035000,107.0
-34.1596700,18.34010000,108.0
-34.1596000,18.33996000,109.0
-34.1594900,18.33987000,110.0
-34.1594700,18.33985000,110.0
-34.1593600,18.33973000,111.0
-34.1593200,18.33968000,111.0
-34.1592800,18.33965000,112.0
-34.1592200,18.33959000,112.0
-34.1591500,18.33944000,113.0
-34.1591400,18.33921000,112.0
-34.1591300,18.33911000,112.0
-34.1590600,18.33901000,114.0
-34.1589200,18.33900000,115.0
-34.1588200,18.33898000,116.0
-34.1587700,18.33887000,117.0
-34.1587600,18.33883000,117.0
-34.1587200,18.33876000,118.0
-34.1587000,18.33869000,119.0
-34.1586300,18.33864000,120.0
-34.1586100,18.33862000,120.0
-34.1585900,18.33858000,121.0
-34.1585400,18.33840000,121.0
-34.1584100,18.33825000,123.0
-34.1582900,18.33804000,123.0
-34.1582100,18.33779000,122.0
-34.1581600,18.33770000,123.0
-34.1581100,18.33769000,123.0
-34.1581100,18.33763000,123.0
-34.1581000,18.33760000,123.0
-34.1580800,18.33753000,123.0
-34.1580600,18.33750000,122.0
-34.1579700,18.33734000,124.0
-34.1579500,18.33732000,124.0
-34.1579300,18.33728000,124.0
-34.1578900,18.33720000,125.0
-34.1578300,18.33701000,125.0
-34.1577900,18.33695000,125.0
-34.1577500,18.33692000,126.0
-34.1577100,18.33687000,127.0
-34.1576900,18.33664000,128.0
